id_telefone,Telefone,id_cliente
TEL_C00107_2,55619567951,C00107
TEL_C00107_3,55119906594,C00107
TEL_C00108_1,55849608501,C00108
TEL_C00108_2,55419938743,C00108
TEL_C00108_3,55819508897,C00108
TEL_C00109_1,55719142893,C00109
TEL_C00109_2,55819203872,C00109
TEL_C00109_3,55419836920,C00109
TEL_C00110_1,55319458712,C00110
TEL_C00110_2,55319746585,C00110
TEL_C00110_3,55819838406,C00110
TEL_C00110_4,55849617550,C00110
TEL_C00111_1,55419462545,C00111
TEL_C00111_2,55319550463,C00111
TEL_C00111_3,55619119804,C00111
TEL_C00111_4,55719069374,C00111
TEL_C00112_1,55619506315,C00112
TEL_C00112_2,55519513717,C00112
TEL_C00112_3,55519403401,C00112
TEL_C00112_4,55119248080,C00112
TEL_C00113_1,55119727798,C00113
TEL_C00113_2,55219830305,C00113
TEL_C00113_3,55849525819,C00113
TEL_C00113_4,55519006308,C00113
TEL_C00114_1,55819742776,C00114
TEL_C00114_2,55219562807,C00114
TEL_C00115_1,55849726881,C00115
TEL_C00115_2,55719111178,C00115
TEL_C00115_3,55519673768,C00115
TEL_C00115_4,55849520429,C00115
TEL_C00116_1,55819736437,C00116
TEL_C00116_2,55719408494,C00116
TEL_C00117_1,55319023998,C00117
TEL_C00117_2,55519074134,C00117
TEL_C00117_3,55219189783,C00117
TEL_C00118_1,55719143394,C00118
TEL_C00118_2,55849872249,C00118
TEL_C00119_1,55849672362,C00119
TEL_C00119_2,55219637809,C00119
TEL_C00119_3,55419935231,C00119
TEL_C00120_1,55849030413,C00120
TEL_C00120_2,55719968343,C00120
TEL_C00120_3,55519556139,C00120
TEL_C00121_1,55219467737,C00121
TEL_C00121_2,55119235178,C00121
TEL_C00121_3,55219417074,C00121
TEL_C00121_4,55719871553,C00121
TEL_C00122_1,55519231109,C00122
TEL_C00122_2,55849797871,C00122
TEL_C00123_1,55119439841,C00123
TEL_C00123_2,55219743198,C00123
TEL_C00124_1,55319584528,C00124
TEL_C00124_2,55719687831,C00124
TEL_C00125_1,55719948318,C00125
TEL_C00125_2,55619655207,C00125
TEL_C00125_3,55519663909,C00125
TEL_C00126_1,55819597389,C00126
TEL_C00126_2,55319638295,C00126
TEL_C00126_3,55849179164,C00126
TEL_C00126_4,55519975645,C00126
TEL_C00127_1,55119641665,C00127
TEL_C00127_2,55619482127,C00127
TEL_C00128_1,55619472240,C00128
TEL_C00128_2,55619914427,C00128
TEL_C00128_3,55619312556,C00128
TEL_C00129_1,55419860055,C00129
TEL_C00129_2,55119111824,C00129
TEL_C00129_3,55219484449,C00129
TEL_C00129_4,55719180938,C00129
TEL_C00130_1,55319106974,C00130
TEL_C00130_2,55819037901,C00130
TEL_C00131_1,55219891893,C00131
TEL_C00131_2,55849404650,C00131
TEL_C00131_3,55619013828,C00131
TEL_C00132_1,55219910758,C00132
TEL_C00132_2,55619283471,C00132
TEL_C00133_1,55519965091,C00133
TEL_C00133_2,55119229273,C00133
TEL_C00133_3,55119143414,C00133
TEL_C00134_1,55619543070,C00134
TEL_C00134_2,55419045014,C00134
TEL_C00135_1,55119260017,C00135
TEL_C00135_2,55219459593,C00135
TEL_C00135_3,55619014038,C00135
TEL_C00136_1,55119782434,C00136
TEL_C00136_2,55849004546,C00136
TEL_C00136_3,55819598186,C00136
TEL_C00137_1,55319558700,C00137
TEL_C00137_2,55319038976,C00137
TEL_C00137_3,55519990709,C00137
TEL_C00138_1,55619439593,C00138
TEL_C00138_2,55819668752,C00138
TEL_C00138_3,55719089775,C00138
TEL_C00138_4,55219954055,C00138
TEL_C00139_1,55219734797,C00139
TEL_C00139_2,55719514330,C00139
TEL_C00140_1,55719203994,C00140
TEL_C00140_2,55719539671,C00140
TEL_C00140_3,55719635348,C00140
TEL_C00141_1,55619226391,C00141
TEL_C00141_2,55319701391,C00141
TEL_C00142_1,55319809389,C00142
TEL_C00142_2,55619328268,C00142
TEL_C00142_3,55219680788,C00142
TEL_C00142_4,55119482244,C00142
TEL_C00143_1,55219542038,C00143
TEL_C00143_2,55419807490,C00143
TEL_C00143_3,55319379160,C00143
TEL_C00143_4,55519699310,C00143
TEL_C00144_1,55119096366,C00144
TEL_C00144_2,55119837907,C00144
TEL_C00145_1,55319245920,C00145
TEL_C00145_2,55319406328,C00145
TEL_C00145_3,55219377486,C00145
TEL_C00146_1,55619150207,C00146
TEL_C00146_2,55419747647,C00146
TEL_C00146_3,55519173432,C00146
TEL_C00147_1,55119845610,C00147
TEL_C00147_2,55119234325,C00147
TEL_C00147_3,55119958226,C00147
TEL_C00148_1,55319929142,C00148
TEL_C00148_2,55619419152,C00148
TEL_C00149_1,55819617243,C00149
TEL_C00149_2,55519363350,C00149
TEL_C00150_1,55119738656,C00150
TEL_C00150_2,55419531065,C00150
TEL_C00150_3,55119413371,C00150
TEL_C00150_4,55219470151,C00150
TEL_C00151_1,55519499904,C00151
TEL_C00151_2,55849652451,C00151
TEL_C00152_1,55719417626,C00152
TEL_C00152_2,55819863653,C00152
TEL_C00153_1,55819494331,C00153
TEL_C00153_2,55419713134,C00153
TEL_C00153_3,55619366651,C00153
TEL_C00153_4,55849262467,C00153
TEL_C00154_1,55119795032,C00154
TEL_C00154_2,55519223280,C00154
TEL_C00154_3,55519984573,C00154
TEL_C00155_1,55619076285,C00155
TEL_C00155_2,55119413370,C00155
TEL_C00156_1,55819514011,C00156
TEL_C00156_2,55119117580,C00156
TEL_C00156_3,55519661373,C00156
TEL_C00156_4,55849500835,C00156
TEL_C00157_1,55119541948,C00157
TEL_C00157_2,55519940900,C00157
TEL_C00158_1,55519942572,C00158
TEL_C00158_2,55819222245,C00158
TEL_C00158_3,55719266341,C00158
TEL_C00159_1,55219978466,C00159
TEL_C00159_2,55619890027,C00159
TEL_C00159_3,55519320275,C00159
TEL_C00160_1,55319606482,C00160
TEL_C00160_2,55719598274,C00160
TEL_C00160_3,55519558663,C00160
TEL_C00160_4,55119910227,C00160
TEL_C00161_1,55519565504,C00161
TEL_C00161_2,55119799139,C00161
TEL_C00161_3,55219203810,C00161
TEL_C00161_4,55719076298,C00161
TEL_C00162_1,55849795068,C00162
TEL_C00162_2,55219488712,C00162
TEL_C00163_1,55819238160,C00163
TEL_C00163_2,55519757699,C00163
TEL_C00163_3,55819385135,C00163
TEL_C00164_1,55519670488,C00164
TEL_C00164_2,55319919875,C00164
TEL_C00164_3,55819786689,C00164
TEL_C00165_1,55219174062,C00165
TEL_C00165_2,55849622675,C00165
TEL_C00165_3,55619738957,C00165
TEL_C00165_4,55719277067,C00165
TEL_C00166_1,55319873529,C00166
TEL_C00166_2,55119244406,C00166
TEL_C00166_3,55319891715,C00166
TEL_C00167_1,55619401807,C00167
TEL_C00167_2,55119149271,C00167
TEL_C00168_1,55119853705,C00168
TEL_C00168_2,55319937517,C00168
TEL_C00168_3,55849219819,C00168
TEL_C00169_1,55719263389,C00169
TEL_C00169_2,55219236014,C00169
TEL_C00169_3,55819985614,C00169
TEL_C00169_4,55319941861,C00169
TEL_C00170_1,55849580948,C00170
TEL_C00170_2,55819704990,C00170
TEL_C00171_1,55319517378,C00171
TEL_C00171_2,55849106128,C00171
TEL_C00172_1,55219988359,C00172
TEL_C00172_2,55849342426,C00172
TEL_C00172_3,55719713203,C00172
TEL_C00173_1,55819517181,C00173
TEL_C00173_2,55219396935,C00173
TEL_C00174_1,55849954982,C00174
TEL_C00174_2,55419849072,C00174
TEL_C00175_1,55419014882,C00175
TEL_C00175_2,55419439030,C00175
TEL_C00175_3,55119075297,C00175
TEL_C00176_1,55519492201,C00176
TEL_C00176_2,55849514825,C00176
TEL_C00176_3,55419749237,C00176
TEL_C00177_1,55219034340,C00177
TEL_C00177_2,55849195384,C00177
TEL_C00178_1,55619753426,C00178
TEL_C00178_2,55119182271,C00178
TEL_C00178_3,55619111925,C00178
TEL_C00179_1,55319917237,C00179
TEL_C00179_2,55319640006,C00179
TEL_C00179_3,55849888763,C00179
TEL_C00180_1,55849404962,C00180
TEL_C00180_2,55319439167,C00180
TEL_C00181_1,55819106778,C00181
TEL_C00181_2,55619162607,C00181
TEL_C00181_3,55519813871,C00181
TEL_C00182_1,55519674340,C00182
TEL_C00182_2,55849391127,C00182
TEL_C00182_3,55519805505,C00182
TEL_C00182_4,55419469857,C00182
TEL_C00183_1,55119117784,C00183
TEL_C00183_2,55219970697,C00183
TEL_C00184_1,55619696422,C00184
TEL_C00184_2,55719792884,C00184
TEL_C00184_3,55619996704,C00184
TEL_C00185_1,55319551714,C00185
TEL_C00185_2,55419994183,C00185
TEL_C00185_3,55219362502,C00185
TEL_C00186_1,55719079667,C00186
TEL_C00186_2,55219849980,C00186
TEL_C00187_1,55219442031,C00187
TEL_C00187_2,55519513850,C00187
TEL_C00187_3,55319005222,C00187
TEL_C00188_1,55849843961,C00188
TEL_C00188_2,55849510919,C00188
TEL_C00188_3,55319131861,C00188
TEL_C00189_1,55119205971,C00189
TEL_C00189_2,55619851360,C00189
TEL_C00190_1,55419730946,C00190
TEL_C00190_2,55219853442,C00190
TEL_C00190_3,55219896203,C00190
TEL_C00190_4,55619243226,C00190
TEL_C00191_1,55719082154,C00191
TEL_C00191_2,55319677944,C00191
TEL_C00192_1,55119033139,C00192
TEL_C00192_2,55119490446,C00192
TEL_C00192_3,55619482989,C00192
TEL_C00192_4,55119531631,C00192
TEL_C00193_1,55819699761,C00193
TEL_C00193_2,55619880525,C00193
TEL_C00193_3,55319090775,C00193
TEL_C00193_4,55419766120,C00193
TEL_C00194_1,55319116239,C00194
TEL_C00194_2,55519916111,C00194
TEL_C00194_3,55819582019,C00194
TEL_C00194_4,55219338450,C00194
TEL_C00195_1,55319570940,C00195
TEL_C00195_2,55219008965,C00195
TEL_C00195_3,55849342111,C00195
TEL_C00195_4,55119857760,C00195
TEL_C00196_1,55519079930,C00196
TEL_C00196_2,55119177620,C00196
TEL_C00196_3,55849875727,C00196
TEL_C00197_1,55819965972,C00197
TEL_C00197_2,55219989536,C00197
TEL_C00197_3,55419226707,C00197
TEL_C00197_4,55219020393,C00197
TEL_C00198_1,55319141787,C00198
TEL_C00198_2,55519726960,C00198
TEL_C00198_3,55719704984,C00198
TEL_C00199_1,55819622495,C00199
TEL_C00199_2,55419935490,C00199
TEL_C00199_3,55119372178,C00199
TEL_C00199_4,55119512748,C00199
TEL_C00200_1,55619157008,C00200
TEL_C00200_2,55219080985,C00200
TEL_C00200_3,55619049906,C00200
TEL_C00201_1,55319055474,C00201
TEL_C00201_2,55119433473,C00201
TEL_C00202_1,55719590919,C00202
TEL_C00202_2,55619530466,C00202
TEL_C00202_3,55619492854,C00202
TEL_C00203_1,55849871389,C00203
TEL_C00203_2,55619920439,C00203
TEL_C00204_1,55219945926,C00204
TEL_C00204_2,55619134023,C00204
TEL_C00204_3,55119081608,C00204
TEL_C00204_4,55849720123,C00204
TEL_C00205_1,55719914293,C00205
TEL_C00205_2,55849569455,C00205
TEL_C00205_3,55519514901,C00205
TEL_C00206_1,55849294347,C00206
TEL_C00206_2,55419479778,C00206
TEL_C00206_3,55419812095,C00206
TEL_C00207_1,55119119042,C00207
TEL_C00207_2,55119069749,C00207
TEL_C00208_1,55819387353,C00208
TEL_C00208_2,55319272292,C00208
TEL_C00208_3,55519766690,C00208
TEL_C00208_4,55619988534,C00208
TEL_C00209_1,55219040284,C00209
TEL_C00209_2,55819043268,C00209
TEL_C00210_1,55519882992,C00210
TEL_C00210_2,55519993538,C00210
TEL_C00210_3,55119368762,C00210
TEL_C00211_1,55419000869,C00211
TEL_C00211_2,55719137499,C00211
TEL_C00211_3,55219297289,C00211
TEL_C00211_4,55819559592,C00211
TEL_C00212_1,55519081963,C00212
TEL_C00212_2,55619203819,C00212
TEL_C00212_3,55619457764,C00212
TEL_C00213_1,55219322669,C00213
TEL_C00213_2,55819960741,C00213
TEL_C00213_3,55519950108,C00213
TEL_C00213_4,55419289240,C00213
TEL_C00214_1,55849331604,C00214
TEL_C00214_2,55719888816,C00214
TEL_C00215_1,55219252722,C00215
TEL_C00215_2,55719553586,C00215
TEL_C00215_3,55219895873,C00215
TEL_C00216_1,55619267660,C00216
TEL_C00216_2,55519492388,C00216
TEL_C00216_3,55219873630,C00216
TEL_C00216_4,55419235408,C00216
TEL_C00217_1,55819261623,C00217
TEL_C00217_2,55219160961,C00217
TEL_C00217_3,55419457142,C00217
TEL_C00218_1,55319651431,C00218
TEL_C00218_2,55819302078,C00218
TEL_C00219_1,55819784468,C00219
TEL_C00219_2,55619360782,C00219
TEL_C00219_3,55849114234,C00219
TEL_C00220_1,55419074266,C00220
TEL_C00220_2,55219335948,C00220
TEL_C00220_3,55519310438,C00220
TEL_C00220_4,55819590754,C00220
TEL_C00221_1,55849924530,C00221
TEL_C00221_2,55219009337,C00221
TEL_C00221_3,55219470041,C00221
TEL_C00221_4,55619776637,C00221
TEL_C00222_1,55619189022,C00222
TEL_C00222_2,55119371151,C00222
TEL_C00222_3,55319828242,C00222
TEL_C00223_1,55619436307,C00223
TEL_C00223_2,55319040483,C00223
TEL_C00223_3,55319557146,C00223
TEL_C00223_4,55319517407,C00223
TEL_C00224_1,55319230115,C00224
TEL_C00224_2,55119946798,C00224
TEL_C00224_3,55119951095,C00224
TEL_C00224_4,55319208799,C00224
TEL_C00225_1,55849323790,C00225
TEL_C00225_2,55219926236,C00225
TEL_C00225_3,55719627436,C00225
TEL_C00226_1,55719139484,C00226
TEL_C00226_2,55119900247,C00226
TEL_C00226_3,55519206327,C00226
TEL_C00227_1,55619854534,C00227
TEL_C00227_2,55219439973,C00227
TEL_C00228_1,55819265203,C00228
TEL_C00228_2,55219881938,C00228
TEL_C00229_1,55219120385,C00229
TEL_C00229_2,55219307399,C00229
TEL_C00229_3,55419705567,C00229
TEL_C00229_4,55719989136,C00229
TEL_C00230_1,55719305075,C00230
TEL_C00230_2,55819698190,C00230
TEL_C00230_3,55219647686,C00230
TEL_C00231_1,55849640319,C00231
TEL_C00231_2,55849340954,C00231
TEL_C00231_3,55419821651,C00231
TEL_C00231_4,55719686561,C00231
TEL_C00232_1,55519308359,C00232
TEL_C00232_2,55619515947,C00232
TEL_C00233_1,55719776937,C00233
TEL_C00233_2,55119241440,C00233
TEL_C00233_3,55849256634,C00233
TEL_C00234_1,55619042005,C00234
TEL_C00234_2,55519159064,C00234
TEL_C00234_3,55819841271,C00234
TEL_C00234_4,55219356605,C00234
TEL_C00235_1,55619300325,C00235
TEL_C00235_2,55719159128,C00235
TEL_C00236_1,55819931995,C00236
TEL_C00236_2,55419210831,C00236
TEL_C00237_1,55519331501,C00237
TEL_C00237_2,55319809041,C00237
TEL_C00238_1,55719833434,C00238
TEL_C00238_2,55619992085,C00238
TEL_C00239_1,55849625350,C00239
TEL_C00239_2,55519785803,C00239
TEL_C00239_3,55519458657,C00239
TEL_C00239_4,55219932016,C00239
TEL_C00240_1,55619845752,C00240
TEL_C00240_2,55319974526,C00240
TEL_C00240_3,55219264048,C00240
TEL_C00241_1,55849975716,C00241
TEL_C00241_2,55419331292,C00241
TEL_C00241_3,55119803183,C00241
TEL_C00242_1,55849560476,C00242
TEL_C00242_2,55219503839,C00242
TEL_C00243_1,55849535782,C00243
TEL_C00243_2,55819433419,C00243
TEL_C00243_3,55519652817,C00243
TEL_C00244_1,55119158646,C00244
TEL_C00244_2,55819366937,C00244
